User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
3493,31,,1,1
3494,39,,0,1
3495,39,,1,0
3496,54,,1,0
3497,47,,0,0
3498,68,,1,5
3499,52,,0,2
3500,35,,1,3
3501,42,,1,1
3502,56,,1,2
3503,36,,0,0
3504,57,,1,0
3505,60,,0,0
3506,41,,1,2
3507,43,,0,1
3508,41,,1,23
3509,28,,1,0
3510,39,,0,1
3511,39,,1,0
3512,47,,1,22
3513,36,,1,6
3514,51,,1,0
3515,34,,0,2
3516,36,,1,0
3517,39,,0,0
3518,33,,1,0
3519,57,,1,5
3520,62,,1,11
3521,30,,0,2
3522,45,,1,1
3523,34,,1,6
3524,36,,0,0
3525,46,,0,0
3526,39,,1,0
3527,56,,1,16
3528,68,,0,7
3529,38,,1,2
3530,51,,1,2
3531,54,,1,0
3532,47,,1,0
3533,31,,1,5
3534,34,,0,2
3535,67,,1,0
3536,34,,1,0
3537,69,,1,0
3538,39,,1,0
3539,23,,1,1
3540,37,,0,1
3541,20,,1,0
3542,60,,1,0
3543,62,,1,1
3544,52,,1,0
3545,58,,1,17
3546,31,,1,0
3547,67,,1,7
3548,34,,1,2
3549,39,,1,2
3550,39,,1,0
3551,28,,1,1
3552,37,,0,6
3553,46,,1,5
3554,58,,1,2
3555,29,,1,0
3556,37,,0,3
3557,45,,1,0
3558,43,,1,3
3559,33,,1,1
3560,41,,1,0
3561,63,,1,1
3562,47,,1,3
3563,32,,1,1
3564,33,,1,1
3565,34,,1,0
3566,38,,1,2
3567,38,,1,3
3568,26,,1,1
3569,48,,0,0
3570,32,,1,2
3571,24,,1,1
3572,28,,1,0
3573,49,,1,0
3574,67,,1,0
3575,23,,1,0
3576,53,,1,1
3577,47,,1,0
3578,36,,1,0
3579,33,,1,1
3580,36,,1,1
3581,40,,1,1
3582,36,,1,3
3583,47,,1,1
3584,38,,1,0
3585,50,,1,0
3586,30,,1,1
3587,44,,0,1
3588,33,,1,0
3589,39,,0,0
3590,25,,1,0
3591,49,,1,0
3592,49,,1,1
3593,62,,1,0
3594,54,,1,0
3595,37,,1,11
3596,80,,1,0
3597,35,,1,2
3598,44,,1,3
3599,65,,1,3
3600,35,,1,1
3601,37,,1,0
3602,60,,1,2
3603,35,,1,0
3604,48,,1,0
3605,54,,1,2
3606,36,,0,1
3607,47,,1,0
3608,59,,1,14
3609,66,,1,2
3610,53,,1,0
3611,44,,1,0
3612,25,,0,2
3613,41,,1,1
3614,29,,1,1
3615,38,,1,0
3616,38,,1,4
3617,46,,1,6
3618,35,,1,0
3619,36,,1,1
3620,41,,1,0
3621,35,,1,4
3622,60,,1,0
3623,46,,1,2
3624,54,,1,0
3625,64,,1,11
3626,56,,1,0
3627,49,,1,13
3628,46,,0,1
3629,48,,1,0
3630,55,,1,7
3631,37,,1,0
3632,30,,1,1
3633,30,,1,3
3634,69,,1,0
3635,64,,0,0
3636,35,,1,0
3637,38,,1,8
3638,34,,0,0
3639,27,,1,0
3640,31,,1,0
3641,29,,1,0
3642,36,,0,0
3643,48,,1,4
3644,55,,1,3
3645,31,,1,0
3646,51,,1,0
3647,49,,1,1
3648,39,,1,0
3649,44,,0,4
3650,37,,1,1
3651,36,,1,0
3652,49,,1,1
3653,47,,1,3
3654,48,,1,0
3655,28,,1,0
3656,67,,1,0
3657,51,,1,1
3658,42,,1,29
3659,20,,1,0
3660,67,,0,6
3661,39,,1,1
3662,20,,1,0
3663,38,,1,0
3664,66,,1,0
3665,33,,1,0
3666,47,,0,2
3667,29,,1,0
3668,36,,1,0
3669,46,,1,1
3670,64,,1,1
3671,36,,1,1
3672,48,,1,7
3673,40,,1,3
3674,34,,1,11
3675,38,,1,13
3676,42,,1,1
3677,58,,1,2
3678,39,,1,0
3679,41,,1,0
3680,31,,1,0
3681,37,,1,3
3682,63,,1,1
3683,31,,1,3
3684,58,,1,1
3685,39,,1,2
3686,48,,1,1
3687,36,,1,2
3688,33,,0,1
3689,45,,1,1
3690,56,,1,0
3691,58,,1,10
3692,38,,1,1
3693,48,,1,0
3694,34,,1,14
3695,53,,0,2
3696,31,,1,3
3697,50,,1,1
3698,33,,1,1
3699,41,,1,1
3700,55,,1,13
3701,29,,1,2
3702,45,,1,1
3703,35,,1,3
3704,38,,1,1
3705,29,,0,1
3706,62,,0,0
3707,56,,1,16
3708,54,,1,0
3709,39,,1,0
3710,56,,1,5
3711,22,,1,1
3712,45,,1,1
3713,33,,1,14
3714,39,,1,9
3715,39,,1,2
3716,34,,1,0
3717,48,,1,1
3718,35,,1,0
3719,70,,1,0
3720,48,,1,0
3721,41,,1,1
3722,29,,1,5
3723,32,,1,1
3724,50,,1,0
3725,29,,1,1
3726,41,,1,0
3727,45,,1,3
3728,23,,1,1
3729,58,,0,2
3730,41,,0,2
3731,30,,1,0
3732,35,,0,6
3733,29,,1,0
3734,39,,0,1
3735,26,,1,0
3736,43,,1,9
3737,32,,1,0
3738,42,,1,0
3739,61,,1,5
3740,28,,1,0
3741,25,,1,2
3742,29,,1,0
3743,24,,1,0
3744,37,,1,14
3745,35,,1,1
3746,56,,1,1
3747,41,,1,3
3748,31,,0,0
3749,52,,1,7
3750,40,,1,0
3751,35,,1,3
3752,61,,1,1
3753,59,,1,1
3754,58,,0,1
3755,35,,1,0
3756,35,,1,1
3757,47,,1,0
3758,47,,0,3
3759,35,,0,4
3760,38,,0,0
3761,35,,0,2
3762,41,,1,12
3763,41,,1,16
3764,19,,1,11
3765,52,,1,1
3766,39,,1,1
3767,40,,1,5
3768,48,,1,2
3769,58,,1,5
3770,47,,1,0
3771,37,,1,1
3772,49,,0,1
3773,73,,1,1
3774,35,,1,0
3775,47,,1,1
3776,31,,0,37
3777,58,,0,1
3778,47,,0,0
3779,45,,0,0
3780,70,,1,1
3781,48,,1,1
3782,41,,1,0
3783,46,,1,0
3784,47,,0,2
3785,63,,0,1
3786,32,,0,1
3787,63,,0,82
3788,64,,0,2
3789,50,,1,5
3790,50,,1,0
3791,37,,1,0
3792,36,,0,21
3793,39,,1,0
3794,39,,1,0
3795,43,,0,3
3796,40,,1,0
3797,62,,1,17
3798,32,,1,0
3799,28,,0,0
3800,26,,1,0
3801,40,,1,0
3802,41,,1,0
3803,61,,1,1
3804,39,,1,1
3805,69,,1,3
3806,57,,0,5
3807,44,,1,1
3808,66,,1,1
3809,35,,0,0
3810,80,,1,3
3811,46,,0,14
3812,33,,1,0
3813,29,,1,0
3814,38,,1,1
3815,59,,1,3
3816,53,,1,1
3817,46,,0,0
3818,55,,1,0
3819,25,,1,0
3820,83,,0,16
3821,74,,1,3
3822,38,,1,0
3823,45,,1,9
3824,45,,1,5
3825,27,,1,2
3826,45,,1,1
3827,69,,1,12
3828,32,,1,0
3829,35,,1,0
3830,51,,1,0
3831,30,,1,0
3832,45,,1,4
3833,34,,0,0
3834,35,,1,1
3835,34,,1,0
3836,39,,1,0
3837,50,,1,0
3838,34,,1,0
3839,52,,1,14
3840,42,,1,0
3841,35,,1,0
3842,35,,0,2
3843,51,,1,8
3844,31,,0,1
3845,37,,1,0
3846,37,,0,35
3847,46,,1,0
3848,59,,0,9
3849,45,,1,0
3850,49,,1,0
3851,43,,0,4
3852,48,,1,0
3853,43,,0,1
3854,28,,1,0
3855,48,,1,0
3856,36,,1,0
3857,42,,1,0
3858,36,,1,0
3859,30,,1,0
3860,31,,1,1
3861,39,,1,0
3862,40,,0,0
3863,53,,0,0
3864,39,,1,1
3865,42,,1,2
3866,46,,1,0
3867,59,,1,0
3868,45,,0,0
3869,53,,0,1
3870,42,,1,0
3871,43,,1,0
3872,21,,1,0
3873,69,,1,1
3874,58,,1,0
3875,43,,1,2
3876,42,,1,4
3877,41,,1,0
3878,55,,1,0
3879,39,,1,1
3880,54,,0,2
3881,67,,1,0
3882,42,,1,3
3883,60,,1,0
3884,23,,1,4
3885,49,,1,0
3886,68,,1,0
3887,48,,1,1
3888,25,,1,0
3889,43,,1,0
3890,66,,0,0
3891,43,,1,1
3892,33,,1,0
3893,39,,1,0
3894,32,,0,2
3895,52,,1,0
3896,54,,1,9
3897,38,,0,9
3898,32,,1,0
3899,32,,1,1
3900,42,,1,0
3901,60,,1,1
3902,43,,1,2
3903,28,,1,3
3904,68,,1,0
3905,38,,1,0
3906,39,,1,14
3907,39,,1,0
3908,52,,1,1
3909,53,,0,0
3910,60,,1,0
3911,39,,0,2
3912,43,,1,0
3913,43,,0,0
3914,34,,1,2
3915,33,,1,0
3916,54,,1,3
3917,41,,1,0
3918,29,,1,0
3919,38,,1,0
3920,46,,1,1
3921,55,,1,0
3922,53,,1,2
3923,26,,1,5
3924,37,,0,2
3925,40,,1,0
3926,43,,1,0
3927,64,,1,5
3928,53,,0,18
3929,35,,1,0
3930,35,,1,6
3931,62,,1,0
3932,45,,1,0
3933,50,,1,0
3934,45,,1,2
3935,55,,1,0
3936,35,,1,3
3937,47,,1,1
3938,57,,1,4
3939,48,,1,0
3940,46,,1,3
3941,52,,1,0
3942,41,,0,0
3943,57,,1,23
3944,43,,1,2
3945,45,,0,0
3946,41,,1,0
3947,44,,1,0
3948,60,,0,1
3949,34,,1,6
3950,31,,1,0
3951,57,,1,16
3952,25,,0,0
3953,53,,1,2
3954,44,,1,0
3955,48,,1,2
3956,28,,1,0
3957,34,,1,0
3958,25,,1,0
3959,36,,1,0
3960,43,,1,0
3961,36,,1,0
3962,49,,1,0
3963,48,,1,0
3964,46,,1,8
3965,33,,1,5
3966,60,,0,0
3967,33,,1,0
3968,39,,0,0
3969,32,,1,9
3970,37,,1,0
3971,57,,1,0
3972,28,,0,2
3973,39,,1,6
3974,47,,0,2
3975,36,,0,2
3976,35,,1,0
3977,61,,1,4
3978,62,,1,10
3979,36,,0,0
3980,23,,0,3
3981,23,,1,8
3982,29,,1,0
3983,73,,0,4
3984,36,,1,0
3985,31,,1,1
3986,53,,1,0
3987,37,,1,0
3988,39,,1,8
3989,39,,1,4
3990,63,,1,1
3991,30,,1,1
3992,42,,1,0
3993,43,,1,17
3994,42,,1,1
3995,41,,1,6
3996,41,,1,0
3997,42,,0,26
3998,59,,1,0
3999,29,,1,0
4000,39,,1,3
4001,41,,1,0
4002,27,,1,0
4003,48,,1,0
4004,54,,1,4
4005,67,,1,5
4006,33,,0,0
4007,29,,1,2
4008,23,,1,0
4009,48,,1,0
4010,20,,1,1
4011,76,,1,1
4012,52,,1,0
4013,36,,1,2
4014,62,,1,3
4015,27,,1,0
4016,45,,1,0
4017,74,,1,6
4018,51,,0,0
4019,53,,1,0
4020,47,,1,0
4021,35,,1,15
4022,23,,1,3
4023,45,,1,0
4024,31,,1,0
4025,38,,1,0
4026,71,,1,0
4027,43,,0,1
4028,44,,0,1
4029,37,,1,0
4030,48,,1,6
4031,22,,1,18
4032,52,,1,1
4033,50,,0,4
4034,38,,0,25
4035,36,,1,0
4036,24,,1,5
4037,59,,1,2
4038,38,,1,0
4039,37,,1,0
4040,32,,1,0
4041,43,,1,0
4042,35,,0,5
4043,60,,1,0
4044,66,,0,2
4045,23,,1,0
4046,43,,1,0
4047,43,,1,0
4048,52,,1,1
4049,36,,1,1
4050,43,,1,0
4051,36,,1,0
4052,48,,1,0
4053,46,,1,0
4054,43,,1,0
4055,34,,1,3
4056,32,,1,0
4057,46,,1,0
4058,37,,1,0
4059,57,,0,0
4060,33,,1,0
4061,70,,0,0
4062,53,,0,0
4063,45,,1,0
4064,61,,1,1
4065,52,,1,0
4066,50,,1,1
4067,38,,1,0
4068,39,,1,0
4069,39,,1,0
4070,66,,1,3
4071,40,,1,0
4072,51,,1,0
4073,44,,1,0
4074,52,,1,2
4075,64,,1,0
4076,44,,1,2
4077,58,,1,2
4078,57,,1,0
4079,38,,1,0
4080,38,,1,0
4081,36,,1,0
4082,41,,1,34
4083,32,,1,0
4084,50,,1,3
4085,65,,1,10
4086,35,,1,0
4087,38,,1,0
4088,44,,1,1
4089,62,,1,2
4090,62,,1,0
4091,39,,1,1
4092,29,,1,0
4093,44,,0,0
4094,53,,1,2
4095,34,,1,0
4096,37,,0,0
4097,50,,1,0
4098,36,,0,0
4099,62,,1,1
4100,37,,0,0
4101,41,,0,0
4102,23,,1,0
4103,35,,0,1
4104,23,,1,0
4105,37,,1,0
4106,44,,1,3
4107,49,,0,2
4108,44,,1,1
4109,55,,1,0
4110,29,,1,0
4111,52,,1,3
4112,54,,1,19
4113,38,,1,2
4114,44,,1,0
4115,47,,1,1
4116,39,,1,0
4117,36,,1,4
4118,36,,1,0
4119,35,,1,21
4120,32,,0,0
4121,38,,0,3
4122,46,,1,0
4123,49,,0,7
4124,37,,1,0
4125,26,,1,2
4126,48,,1,0
4127,49,,0,11
4128,62,,0,0
4129,39,,1,9
4130,47,,1,0
4131,52,,1,0
4132,38,,1,1
4133,44,,1,0
4134,29,,1,0
4135,46,,1,0
4136,66,,1,2
4137,29,,0,2
4138,25,,1,1
4139,62,,1,4
4140,62,,1,3
4141,26,,1,0
4142,47,,1,1
4143,20,,1,1
4144,39,,1,0
4145,66,,0,1
4146,54,,0,4
4147,59,,1,4
4148,60,,1,2
4149,65,,1,3
4150,46,,0,0
4151,37,,1,2
4152,51,,1,0
4153,47,,1,0
4154,25,,1,1
4155,25,,0,4
4156,35,,1,0
4157,43,,1,1
4158,64,,1,0
4159,32,,1,2
4160,42,,1,0
4161,66,,1,0
4162,44,,1,0
4163,52,,1,1
4164,24,,1,0
4165,42,,1,0
4166,44,,1,3
4167,37,,1,6
4168,61,,1,6
4169,37,,1,0
4170,41,,1,1
4171,55,,1,27
4172,61,,0,0
4173,60,,0,1
4174,27,,1,1
4175,32,,1,0
4176,27,,1,0
4177,46,,1,0
4178,37,,1,3
4179,39,,1,6
4180,36,,1,0
4181,58,,1,0
4182,40,,1,0
4183,52,,1,3
4184,28,,1,0
4185,54,,1,0
4186,25,,1,0
4187,53,,1,0
4188,48,,1,5
4189,65,,0,1
4190,39,,0,0
4191,32,,1,2
4192,57,,0,0
4193,45,,1,0
4194,59,,1,0
4195,26,,1,0
4196,38,,1,5
4197,24,,1,1
4198,42,,1,0
4199,69,,1,0
4200,31,,0,0
4201,38,,1,9
4202,56,,1,5
4203,46,,1,0
4204,47,,1,2
4205,34,,1,0
4206,32,,1,0
4207,63,,1,0
4208,40,,1,0
4209,34,,1,2
4210,31,,1,0
4211,39,,1,0
4212,33,,1,0
4213,32,,0,1
4214,31,,1,0
4215,44,,0,27
4216,35,,0,0
4217,25,,1,0
4218,54,,1,0
4219,42,,0,7
4220,44,,1,0
4221,57,,1,1
4222,36,,1,0
4223,33,,1,0
4224,28,,1,0
4225,33,,1,0
4226,37,,1,0
4227,37,,1,0
4228,62,,1,11
4229,51,,0,5
4230,27,,0,0
4231,30,,1,0
4232,59,,1,0
4233,36,,1,0
4234,35,,1,2
4235,39,,1,15
4236,60,,1,1
4237,31,,1,1
4238,49,,1,1
4239,35,,1,0
4240,28,,1,2
4241,60,,1,0
4242,59,,1,4
4243,29,,1,0
4244,46,,1,0
4245,35,,0,0
4246,45,,0,0
4247,38,,1,12
4248,36,,1,0
4249,30,,1,0
4250,24,,1,1
4251,66,,1,0
4252,66,,1,2
4253,48,,1,0
4254,46,,1,0
4255,22,,1,6
4256,41,,0,0
4257,27,,1,0
4258,31,,0,5
4259,34,,0,0
4260,37,,1,0
4261,47,,1,0
4262,41,,1,1
4263,25,,1,0
4264,48,,1,5
4265,29,,1,0
4266,47,,1,0
4267,40,,1,0
4268,19,,1,1
4269,33,,1,0
4270,31,,1,1
4271,32,,1,3
4272,68,,1,0
4273,50,,1,0
4274,55,,1,1
4275,33,,1,0
4276,37,,1,0
4277,54,,1,0
4278,44,,1,0
4279,67,,1,1
4280,28,,1,0
4281,30,,1,1
4282,53,,0,28
4283,33,,1,0
4284,66,,0,1
4285,32,,1,5
4286,38,,1,4
4287,41,,1,1
4288,28,,1,0
4289,59,,1,0
4290,28,,0,2
4291,68,,1,0
4292,46,,1,0
4293,48,,1,1
4294,57,,0,19
4295,58,,1,0
4296,47,,1,0
4297,24,,0,3
4298,27,,1,0
4299,62,,1,3
4300,62,,1,0
4301,33,,1,0
4302,43,,0,0
4303,49,,1,0
4304,69,,1,17
4305,45,,1,0
4306,39,,1,1
4307,63,,1,0
4308,29,,1,0
4309,43,,1,1
4310,30,,1,3
4311,32,,0,2
4312,29,,1,3
4313,29,,0,1
4314,46,,1,1
4315,55,,1,0
4316,46,,0,9
4317,29,,1,0
4318,28,,1,3
4319,38,,0,3
4320,47,,1,0
4321,47,,1,6
4322,42,,1,1
4323,43,,1,0
4324,54,,1,0
4325,60,,1,2
4326,36,,1,1
4327,36,,1,1
4328,50,,1,0
4329,24,,1,0
4330,67,,1,5
4331,63,,1,2
4332,36,,1,0
4333,28,,1,0
4334,42,,1,0
4335,24,,0,1
4336,42,,1,0
4337,49,,1,0
4338,39,,1,1
4339,29,,1,26
4340,46,,1,3
4341,31,,1,0
4342,22,,1,0
4343,38,,1,0
4344,55,,1,0
4345,49,,1,0
4346,54,,1,3
4347,36,,1,0
4348,49,,1,1
4349,24,,1,0
4350,42,,1,1
4351,43,,1,0
4352,51,,1,0
4353,61,,1,0
4354,34,,1,3
4355,39,,1,0
4356,43,,1,0
4357,34,,1,0
4358,46,,1,2
4359,58,,1,35
4360,36,,1,0
4361,38,,1,3
4362,41,,1,0
4363,50,,1,0
4364,48,,1,0
4365,48,,1,5
4366,34,,1,30
4367,61,,1,4
4368,61,,1,0
4369,31,,1,0
4370,40,,1,0
4371,61,,1,0
4372,39,,1,0
4373,39,,1,0
4374,49,,1,1
4375,42,,1,0
4376,47,,1,3
4377,47,,1,1
4378,51,,1,0
4379,46,,1,0
4380,26,,1,3
4381,33,,1,0
4382,38,,1,0
4383,43,,1,3
4384,31,,0,0
4385,44,,0,2
4386,39,,1,2
4387,39,,1,1
4388,47,,0,2
4389,28,,0,1
4390,43,,1,0
4391,44,,1,0
4392,33,,1,0
4393,46,,1,15
4394,42,,0,3
4395,31,,1,0
4396,51,,0,3
4397,29,,0,2
4398,35,,1,0
4399,43,,1,0
4400,43,,1,1
4401,79,,1,1
4402,28,,0,3
4403,56,,0,1
4404,35,,1,7
4405,41,,0,2
4406,55,,1,1
4407,38,,1,44
4408,57,,1,0
4409,53,,0,0
4410,63,,1,81
4411,40,,1,4
4412,61,,1,0
4413,41,,1,0
4414,20,,1,0
4415,41,,1,0
4416,34,,1,0
4417,24,,0,0
4418,84,,1,0
4419,38,,1,0
4420,38,,1,0
4421,38,,0,0
4422,39,,1,0
4423,39,,1,0
4424,42,,1,0
4425,37,,1,0
4426,43,,1,0
4427,30,,1,0
4428,27,,1,1
4429,52,,1,0
4430,62,,1,31
4431,39,,1,1
4432,46,,0,11
4433,68,,1,2
4434,34,,1,0
4435,48,,0,0
4436,62,,1,1
4437,22,,1,2
4438,40,,1,0
4439,42,,0,4
4440,47,,1,4
4441,69,,1,0
4442,38,,0,0
4443,61,,0,2
4444,35,,1,0
4445,52,,1,0
4446,45,,1,0
4447,34,,1,5
4448,39,,1,0
4449,34,,1,0
4450,57,,1,15
4451,45,,1,2
4452,41,,0,13
4453,29,,0,2
4454,44,,1,0
4455,41,,1,0
4456,27,,1,3
4457,43,,1,1
4458,51,,0,0
4459,54,,1,2
4460,38,,1,4
4461,33,,0,3
4462,47,,1,1
4463,36,,0,0
4464,37,,1,0
4465,39,,1,0
4466,37,,1,0
4467,34,,1,2
4468,30,,1,1
4469,39,,0,0
4470,44,,1,0
4471,31,,1,0
4472,22,,1,9
4473,36,,0,0
4474,50,,1,15
4475,44,,1,0
4476,34,,1,5
4477,48,,1,0
4478,59,,1,0
4479,62,,1,3
4480,62,,1,7
4481,42,,1,0
4482,31,,0,5
4483,58,,1,1
4484,57,,1,1
4485,43,,0,1
4486,42,,1,0
4487,39,,1,1
4488,49,,1,4
4489,56,,1,0
4490,47,,1,2
4491,44,,1,0
4492,57,,1,4
4493,44,,1,1
4494,34,,1,17
4495,25,,1,2
4496,58,,1,0
4497,37,,1,1
4498,42,,1,2
4499,33,,1,1
4500,41,,1,1
4501,50,,1,0
4502,53,,1,0
4503,55,,1,2
4504,37,,0,1
4505,53,,1,10
4506,73,,1,0
4507,59,,1,1
4508,37,,1,0
4509,36,,1,1
4510,39,,1,1
4511,49,,1,0
4512,31,,1,0
4513,39,,1,0
4514,31,,1,0
4515,35,,1,1
4516,50,,1,1
4517,34,,1,0
4518,37,,0,3
4519,24,,0,0
4520,45,,1,0
4521,53,,1,0
4522,57,,1,0
4523,52,,1,1
4524,38,,1,0
4525,57,,1,2
4526,31,,1,0
4527,42,,1,1
4528,42,,1,4
4529,31,,1,0
4530,39,,0,2
4531,35,,1,0
4532,45,,1,0
4533,39,,1,0
4534,30,,1,0
4535,33,,1,1
4536,49,,1,4
4537,26,,1,0
4538,55,,1,0
4539,35,,1,5
4540,65,,1,4
4541,35,,1,0
4542,55,,0,0
4543,36,,0,0
4544,35,,1,0
4545,29,,1,0
4546,34,,0,0
4547,46,,1,0
4548,51,,0,1
4549,33,,1,0
4550,30,,0,1
4551,59,,1,0
4552,67,,1,2
4553,34,,1,0
4554,45,,1,1
4555,32,,1,14
4556,45,,1,0
4557,59,,1,3
4558,49,,1,0
4559,40,,1,0
4560,34,,0,0
4561,39,,1,58
4562,26,,1,2
4563,34,,1,2
4564,44,,0,0
4565,48,,0,1
4566,39,,1,0
4567,34,,1,0
4568,53,,1,0
4569,48,,1,0
4570,45,,1,0
4571,44,,1,0
4572,32,,1,0
4573,36,,0,0
4574,58,,1,0
4575,29,,1,1
4576,43,,1,0
4577,35,,1,0
4578,39,,1,0
4579,58,,1,3
4580,32,,1,1
4581,46,,1,1
4582,38,,1,0
4583,44,,1,0
4584,32,,1,0
4585,36,,0,0
4586,36,,1,8
4587,50,,1,1
4588,35,,1,0
4589,42,,1,0
4590,62,,1,0
4591,52,,1,0
4592,64,,1,0
4593,39,,1,0
4594,45,,0,3
4595,48,,1,0
4596,38,,1,25
4597,56,,1,1
4598,38,,1,1
4599,40,,1,0
4600,31,,0,1
4601,56,,1,4
4602,32,,1,1
4603,74,,1,1
4604,42,,0,3
4605,39,,1,2
4606,37,,1,4
4607,61,,1,2
4608,57,,0,0
4609,39,,0,2
4610,34,,1,0
4611,55,,1,1
4612,27,,1,0
4613,48,,1,9
4614,41,,1,0
4615,33,,0,1
4616,23,,1,0
4617,32,,1,27
4618,67,,0,1
4619,53,,1,0
4620,60,,1,16
4621,60,,0,2
4622,56,,1,2
4623,44,,1,2
4624,67,,1,3
4625,36,,1,17
4626,40,,1,1
4627,39,,0,14
4628,43,,1,0
4629,42,,0,2
4630,56,,0,0
4631,26,,1,0
4632,44,,1,2
4633,31,,1,1
4634,51,,1,2
4635,39,,0,1
4636,68,,1,0
4637,33,,1,0
4638,60,,1,1
4639,23,,1,0
4640,44,,1,1
4641,56,,0,1
4642,48,,0,0
4643,48,,1,6
4644,24,,1,1
4645,48,,1,1
4646,48,,1,15
4647,57,,1,1
4648,34,,1,1
4649,66,,1,0
4650,39,,1,1
4651,57,,1,0
4652,62,,1,1
4653,34,,1,3
4654,79,,1,8
4655,48,,0,5
4656,62,,0,2
4657,34,,1,0
4658,41,,0,0
4659,41,,0,2
4660,33,,1,0
4661,40,,1,0
4662,42,,1,1
4663,48,,1,2
4664,47,,1,5
4665,49,,1,0
4666,27,,1,0
4667,43,,1,2
4668,58,,1,1
4669,38,,1,0
4670,31,,1,0
4671,49,,1,0
4672,28,,1,3
4673,41,,1,1
4674,63,,1,18
4675,26,,1,14
4676,36,,1,1
4677,35,,1,0
4678,20,,1,0
4679,41,,1,0
4680,32,,1,3
4681,33,,1,1
4682,39,,1,0
4683,45,,1,1
4684,51,,1,2
4685,65,,1,18
4686,40,,0,0
4687,54,,1,0
4688,53,,1,0
4689,33,,1,4
4690,33,,1,16
4691,41,,1,19
4692,33,,1,0
4693,29,,0,4
4694,52,,1,1
4695,31,,1,3
4696,47,,1,3
4697,53,,0,0
4698,48,,1,1
4699,60,,1,2
4700,39,,1,3
4701,62,,1,4
4702,60,,1,13
4703,37,,1,0
4704,53,,1,0
4705,30,,0,0
4706,23,,1,0
4707,61,,1,3
4708,42,,0,3
4709,38,,1,1
4710,34,,1,78
4711,62,,1,0
4712,46,,1,1
4713,49,,1,0
4714,42,,1,3
4715,38,,0,0
4716,35,,1,2
4717,35,,0,4
4718,65,,1,0
4719,31,,1,0
4720,31,,1,1
4721,38,,1,3
4722,29,,1,1
4723,46,,1,8
4724,62,,0,1
4725,62,,1,6
4726,30,,1,6
4727,29,,1,2
4728,33,,1,2
4729,39,,1,9
4730,41,,1,1
4731,28,,1,1
4732,30,,0,4
4733,38,,1,0
4734,44,,1,0
4735,39,,0,10
4736,32,,1,0
4737,24,,1,2
4738,38,,1,0
4739,32,,1,4
4740,60,,1,0
4741,35,,0,3
4742,32,,1,1
4743,33,,1,0
4744,54,,0,11
4745,44,,1,0
4746,40,,1,0
4747,27,,1,2
4748,37,,1,0
4749,33,,1,17
4750,35,,1,4
4751,44,,1,2
4752,45,,1,0
4753,38,,0,2
4754,59,,1,0
4755,35,,1,0
4756,53,,1,0
4757,45,,1,0
4758,28,,1,7
4759,40,,1,3
4760,53,,1,0
4761,36,,0,0
4762,39,,1,0
4763,40,,1,10
4764,46,,1,1
4765,36,,1,2
4766,29,,1,1
4767,22,,1,0
4768,39,,1,0
4769,47,,1,2
4770,59,,1,7
4771,61,,1,6
4772,30,,1,0
4773,36,,1,2
4774,52,,1,0
4775,34,,1,38
4776,43,,1,1
4777,68,,1,0
4778,35,,1,12
4779,37,,1,5
4780,26,,1,0
4781,30,,1,0
4782,25,,1,1
4783,28,,1,0
4784,42,,0,0
4785,47,,1,17
4786,35,,1,0
4787,33,,1,0
4788,46,,0,2
4789,23,,1,1
4790,62,,1,2
4791,41,,1,31
4792,41,,0,18
4793,29,,1,0
4794,40,,1,0
4795,39,,1,3
4796,70,,1,19
4797,39,,1,0
4798,33,,1,3
4799,56,,1,0
4800,46,,0,3
4801,47,,1,0
4802,47,,0,0
4803,34,,1,0
4804,42,,1,0
4805,29,,1,1
4806,35,,0,2
4807,26,,1,0
4808,44,,1,2
4809,54,,1,3
4810,38,,1,1
4811,27,,1,0
4812,27,,0,0
4813,41,,1,3
4814,42,,0,0
4815,32,,1,0
4816,28,,0,0
4817,42,,1,0
4818,60,,0,0
4819,48,,1,0
4820,37,,1,2
4821,37,,1,1
4822,45,,1,2
4823,49,,1,1
4824,38,,1,0
4825,45,,1,2
4826,29,,1,0
4827,55,,1,2
4828,66,,1,8
4829,39,,1,2
4830,36,,0,3
4831,33,,1,2
4832,36,,1,1
4833,45,,1,0
4834,60,,1,1
4835,60,,1,6
4836,35,,0,5
4837,57,,0,1
4838,33,,1,1
4839,38,,1,0
4840,52,,1,4
4841,63,,1,1
4842,50,,1,1
4843,36,,0,3
4844,33,,0,0
4845,45,,0,0
4846,42,,1,0
4847,36,,1,14
4848,38,,1,1
4849,62,,1,2
4850,66,,1,0
4851,60,,1,0
4852,34,,1,0
4853,39,,1,0
4854,39,,1,3
4855,52,,0,0
4856,35,,1,3
4857,68,,1,0
4858,28,,1,0
4859,43,,1,0
4860,39,,0,1
4861,37,,0,14
4862,61,,1,2
4863,38,,1,0
4864,26,,1,0
4865,31,,1,0
4866,70,,1,0
4867,45,,1,14
4868,43,,1,9
4869,44,,1,2
4870,28,,1,1
4871,38,,1,3
4872,45,,1,0
4873,33,,1,0
4874,40,,1,0
4875,36,,1,0
4876,42,,1,0
4877,35,,1,0
4878,62,,1,2
4879,62,,1,0
4880,50,,1,1
4881,33,,1,2
4882,67,,1,2
4883,66,,1,0
4884,32,,1,0
4885,46,,1,2
4886,53,,0,1
4887,35,,1,0
4888,41,,1,0
4889,40,,1,2
